0	1
0.2	0.9900249722
0.4	0.9603982267
0.6	0.9120048635
0.8	0.8462873528
1	0.7651976866
1.2	0.6711327443
1.4	0.5668551204
1.6	0.4554021676
1.8	0.339986411
2	0.2238907791
2.2	0.1103622669
2.4	0.002507683297
2.6	-0.0968049544
2.8	-0.1850360334
3	-0.2600519549
3.2	-0.3201881697
3.4	-0.3642955968
3.6	-0.3917689837
3.8	-0.4025564102
4	-0.3971498099
4.2	-0.3765570544
4.4	-0.34225679
4.6	-0.2961378166
4.8	-0.2404253273
5	-0.1775967713
5.2	-0.1102904398
5.4	-0.04121010125
5.6	0.02697088469
5.8	0.09170256757
6	0.1506452573
6.2	0.2017472229
6.4	0.2433106048
6.6	0.2740433606
6.8	0.2930956031
7	0.3000792705
7.2	0.2950706914
7.4	0.2785962327
7.6	0.2516018338
7.8	0.2154078077
8	0.1716508071
8.2	0.1222153018
8.4	0.06915726166
8.6	0.01462299128
8.8	-0.03923380318
9	-0.09033361118
9.2	-0.1367483708
9.4	-0.1767715728
9.6	-0.2089787184
9.8	-0.2322760276
10	-0.2459357645


0	0
0.2	0.09950083264
0.4	0.196026578
0.6	0.2867009881
0.8	0.3688420461
1	0.4400505857
1.2	0.4982890576
1.4	0.5419477139
1.6	0.5698959353
1.8	0.5815169517
2	0.5767248078
2.2	0.5559630498
2.4	0.5201852682
2.6	0.4708182665
2.8	0.4097092469
3	0.3390589585
3.2	0.2613432488
3.4	0.1792258517
3.6	0.09546554718
3.8	0.01282100293
4	-0.06604332802
4.2	-0.1386469421
4.4	-0.2027755219
4.6	-0.2565528361
4.8	-0.2984998581
5	-0.3275791376
5.2	-0.3432230059
5.4	-0.3453447908
5.6	-0.3343328363
5.8	-0.3110277443
6	-0.2766838581
6.2	-0.2329165671
6.4	-0.181637509
6.6	-0.1249801652
6.8	-0.0652186634
7	-0.004682823482
7.2	0.05432742022
7.4	0.1096250949
7.6	0.1592137684
7.8	0.2013568728
8	0.2346363469
8.2	0.2579985976
8.4	0.2707862683
8.6	0.2727548445
8.8	0.2640737032
9	0.2453117866
9.2	0.217408655
9.4	0.181632204
9.6	0.1395248117
9.8	0.09284009111
10	0.04347274617


0	0
0.2	0.004983354153
0.4	0.01973466312
0.6	0.04366509672
0.8	0.07581776248
1	0.1149034849
1.2	0.1593490183
1.4	0.2073558995
1.6	0.2569677514
1.8	0.3061435353
2	0.3528340286
2.2	0.3950586875
2.4	0.4309800402
2.6	0.4589728517
2.8	0.4776854954
3	0.4860912606
3.2	0.4835277001
3.4	0.4697225683
3.6	0.4448053988
3.8	0.4093043065
4	0.3641281459
4.2	0.310534701
4.4	0.2500860982
4.6	0.1845931052
4.8	0.1160503864
5	0.04656511628
5.2	-0.02171840862
5.4	-0.08669537682
5.6	-0.1463754691
5.8	-0.1989535139
6	-0.24287321
6.2	-0.2768815994
6.4	-0.3000723264
6.6	-0.3119161379
6.8	-0.3122775629
7	-0.3014172201
7.2	-0.2799797413
7.4	-0.2489678286
7.6	-0.2097034737
7.8	-0.1637778404
8	-0.1129917204
8.2	-0.05928881455
8.4	-0.004684340639
8.6	0.04880836792
8.8	0.09925055391
9	0.1448473415
9.2	0.1840111218
9.4	0.2154167225
9.6	0.2380463875
9.8	0.2512229849
10	0.2546303137


0	0
0.2	1.662504164E-4
0.4	0.001320053215
0.6	0.004399656708
0.8	0.01024676633
1	0.01956335398
1.2	0.03287433692
1.4	0.05049771329
1.6	0.07252344333
1.8	0.09880201566
2	0.1289432495
2.2	0.1623254728
2.4	0.1981147988
2.6	0.235293813
2.8	0.2726986037
3	0.3090627223
3.2	0.3430663764
3.4	0.3733889346
3.6	0.3987626737
3.8	0.4180256354
4	0.4301714739
4.2	0.4343942764
4.4	0.4301265203
4.6	0.4170685798
4.8	0.3952085134
5	0.3648312306
5.2	0.3265165377
5.4	0.2811259931
5.6	0.2297789298
5.8	0.1738184244
6	0.1147683848
6.2	0.05428327712
6.4	-0.005907694972
6.6	-0.06405991844
6.8	-0.1184740207
7	-0.167555588
7.2	-0.209871721
7.4	-0.2442022995
7.6	-0.2695840177
7.8	-0.2853455088
8	-0.2911322071
8.2	-0.2869199706
8.4	-0.2730169067
8.6	-0.2500532781
8.8	-0.2189598151
9	-0.1809351903
9.2	-0.1374038194
9.4	-0.08996551356
9.6	-0.04033881696
9.8	0.009699902744
10	0.05837937931
